global_instance_id,planning_horizon,item_count,work_center_count
CATTRYSSE1990::CAT-SET3-8x50::TEST103,50,8,1
CATTRYSSE1990::CAT-SET3-8x50::TEST104,50,8,1
CATTRYSSE1990::CAT-SET3-8x50::TEST105,50,8,1
CATTRYSSE1990::CAT-SET3-8x50::TEST106,50,8,1
CATTRYSSE1990::CAT-SET3-8x50::TEST107,50,8,1
CATTRYSSE1990::CAT-SET3-8x50::TEST108,50,8,1
CATTRYSSE1990::CAT-SET3-8x50::TEST109,50,8,1
CATTRYSSE1990::CAT-SET3-8x50::TEST110,50,8,1
CATTRYSSE1990::CAT-SET3-8x50::TEST111,50,8,1
CATTRYSSE1990::CAT-SET3-8x50::TEST112,50,8,1
CATTRYSSE1990::CAT-SET3-8x50::TEST113,50,8,1
CATTRYSSE1990::CAT-SET3-8x50::TEST114,50,8,1
CATTRYSSE1990::CAT-SET3-8x50::TEST115,50,8,1
CATTRYSSE1990::CAT-SET3-8x50::TEST116,50,8,1
CATTRYSSE1990::CAT-SET3-8x50::TEST117,50,8,1
CATTRYSSE1990::CAT-SET3-8x50::TEST118,50,8,1
CATTRYSSE1990::CAT-SET3-8x50::TEST119,50,8,1
CATTRYSSE1990::CAT-SET3-8x50::TEST120,50,8,1
CATTRYSSE1990::CAT-SET3-8x50::TEST81,50,8,1
CATTRYSSE1990::CAT-SET3-8x50::TEST82,50,8,1
CATTRYSSE1990::CAT-SET3-8x50::TEST83,50,8,1
CATTRYSSE1990::CAT-SET3-8x50::TEST84,50,8,1
CATTRYSSE1990::CAT-SET3-8x50::TEST85,50,8,1
CATTRYSSE1990::CAT-SET3-8x50::TEST86,50,8,1
CATTRYSSE1990::CAT-SET3-8x50::TEST87,50,8,1
CATTRYSSE1990::CAT-SET3-8x50::TEST88,50,8,1
CATTRYSSE1990::CAT-SET3-8x50::TEST89,50,8,1
CATTRYSSE1990::CAT-SET3-8x50::TEST90,50,8,1
CATTRYSSE1990::CAT-SET3-8x50::TEST91,50,8,1
CATTRYSSE1990::CAT-SET3-8x50::TEST92,50,8,1
CATTRYSSE1990::CAT-SET3-8x50::TEST93,50,8,1
CATTRYSSE1990::CAT-SET3-8x50::TEST94,50,8,1
CATTRYSSE1990::CAT-SET3-8x50::TEST95,50,8,1
CATTRYSSE1990::CAT-SET3-8x50::TEST96,50,8,1
CATTRYSSE1990::CAT-SET3-8x50::TEST97,50,8,1
CATTRYSSE1990::CAT-SET3-8x50::TEST98,50,8,1
CATTRYSSE1990::CAT-SET3-8x50::TEST99,50,8,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in01st1de1mh0ms0,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in02st2de1mh0ms0,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in03st3de1mh0ms0,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in04st4de1mh0ms0,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in05st1de2mh0ms0,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in06st2de2mh0ms0,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in07st3de2mh0ms0,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in08st4de2mh0ms0,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in09st1de3mh0ms0,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in10st2de3mh0ms0,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in11st3de3mh0ms0,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in12st4de3mh0ms0,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in13st1de4mh0ms0,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in14st2de4mh0ms0,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in15st3de4mh0ms0,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in16st4de4mh0ms0,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in17st1de5mh0ms0,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in18st2de5mh0ms0,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in19st3de5mh0ms0,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in20st4de5mh0ms0,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in21st1de6mh0ms0,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in22st2de6mh0ms0,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in23st3de6mh0ms0,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in24st4de6mh0ms0,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in25st1de1mh1ms0,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in26st2de1mh1ms0,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in27st3de1mh1ms0,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in28st4de1mh1ms0,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in29st1de2mh1ms0,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in30st2de2mh1ms0,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in31st3de2mh1ms0,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in32st4de2mh1ms0,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in33st1de3mh1ms0,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in34st2de3mh1ms0,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in35st3de3mh1ms0,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in36st4de3mh1ms0,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in37st1de4mh1ms0,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in38st2de4mh1ms0,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in39st3de4mh1ms0,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in40st4de4mh1ms0,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in41st1de5mh1ms0,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in42st2de5mh1ms0,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in43st3de5mh1ms0,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in44st4de5mh1ms0,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in45st1de6mh1ms0,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in46st2de6mh1ms0,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in47st3de6mh1ms0,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in48st4de6mh1ms0,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in49st1de1mh0ms1,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in50st2de1mh0ms1,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in51st3de1mh0ms1,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in52st4de1mh0ms1,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in53st1de2mh0ms1,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in54st2de2mh0ms1,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in55st3de2mh0ms1,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in56st4de2mh0ms1,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in57st1de3mh0ms1,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in58st2de3mh0ms1,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in59st3de3mh0ms1,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in60st4de3mh0ms1,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in61st1de4mh0ms1,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in62st2de4mh0ms1,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in63st3de4mh0ms1,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in64st4de4mh0ms1,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in65st1de5mh0ms1,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in66st2de5mh0ms1,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in67st3de5mh0ms1,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in68st4de5mh0ms1,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in69st1de6mh0ms1,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in70st2de6mh0ms1,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in71st3de6mh0ms1,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in72st4de6mh0ms1,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in73st1de1mh1ms1,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in74st2de1mh1ms1,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in75st3de1mh1ms1,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in76st4de1mh1ms1,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in77st1de2mh1ms1,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in78st2de2mh1ms1,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in79st3de2mh1ms1,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in80st4de2mh1ms1,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in81st1de3mh1ms1,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in82st2de3mh1ms1,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in83st3de3mh1ms1,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in84st4de3mh1ms1,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in85st1de4mh1ms1,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in86st2de4mh1ms1,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in87st3de4mh1ms1,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in88st4de4mh1ms1,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in89st1de5mh1ms1,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in90st2de5mh1ms1,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in91st3de5mh1ms1,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in92st4de5mh1ms1,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in93st1de6mh1ms1,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in94st2de6mh1ms1,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in95st3de6mh1ms1,12,5,1
DJ2000::Phase1::LSDM_DJ2000_MLLP_12_unknown_ph1in96st4de6mh1ms1,12,5,1
DJ2000::Phase2::LSDM_DJ2000_MLLP_12_unknown_ph2in01,12,50,1
DJ2000::Phase2::LSDM_DJ2000_MLLP_12_unknown_ph2in02,12,50,1
DJ2000::Phase2::LSDM_DJ2000_MLLP_12_unknown_ph2in03,12,50,1
DJ2000::Phase2::LSDM_DJ2000_MLLP_12_unknown_ph2in04,12,50,1
DJ2000::Phase2::LSDM_DJ2000_MLLP_12_unknown_ph2in05,12,50,1
DJ2000::Phase2::LSDM_DJ2000_MLLP_12_unknown_ph2in11,12,50,1
DJ2000::Phase2::LSDM_DJ2000_MLLP_12_unknown_ph2in12,12,50,1
DJ2000::Phase2::LSDM_DJ2000_MLLP_12_unknown_ph2in13,12,50,1
DJ2000::Phase2::LSDM_DJ2000_MLLP_12_unknown_ph2in14,12,50,1
DJ2000::Phase2::LSDM_DJ2000_MLLP_12_unknown_ph2in15,12,50,1
DJ2000::Phase2::LSDM_DJ2000_MLLP_12_unknown_ph2in21,12,40,1
DJ2000::Phase2::LSDM_DJ2000_MLLP_12_unknown_ph2in22,12,40,1
DJ2000::Phase2::LSDM_DJ2000_MLLP_12_unknown_ph2in23,12,40,1
DJ2000::Phase2::LSDM_DJ2000_MLLP_12_unknown_ph2in24,12,40,1
DJ2000::Phase2::LSDM_DJ2000_MLLP_12_unknown_ph2in25,12,40,1
DJ2000::Phase2::LSDM_DJ2000_MLLP_12_unknown_ph2in31,12,40,1
DJ2000::Phase2::LSDM_DJ2000_MLLP_12_unknown_ph2in32,12,40,1
DJ2000::Phase2::LSDM_DJ2000_MLLP_12_unknown_ph2in33,12,40,1
DJ2000::Phase2::LSDM_DJ2000_MLLP_12_unknown_ph2in34,12,40,1
DJ2000::Phase2::LSDM_DJ2000_MLLP_12_unknown_ph2in35,12,40,1
DJ2000::Phase2::LSDM_DJ2000_MLLP_24_unknown_ph2in06,24,50,1
DJ2000::Phase2::LSDM_DJ2000_MLLP_24_unknown_ph2in07,24,50,1
DJ2000::Phase2::LSDM_DJ2000_MLLP_24_unknown_ph2in08,24,50,1
DJ2000::Phase2::LSDM_DJ2000_MLLP_24_unknown_ph2in09,24,50,1
DJ2000::Phase2::LSDM_DJ2000_MLLP_24_unknown_ph2in10,24,50,1
DJ2000::Phase2::LSDM_DJ2000_MLLP_24_unknown_ph2in16,24,50,1
DJ2000::Phase2::LSDM_DJ2000_MLLP_24_unknown_ph2in17,24,50,1
DJ2000::Phase2::LSDM_DJ2000_MLLP_24_unknown_ph2in18,24,50,1
DJ2000::Phase2::LSDM_DJ2000_MLLP_24_unknown_ph2in19,24,50,1
DJ2000::Phase2::LSDM_DJ2000_MLLP_24_unknown_ph2in20,24,50,1
DJ2000::Phase2::LSDM_DJ2000_MLLP_24_unknown_ph2in26,24,40,1
DJ2000::Phase2::LSDM_DJ2000_MLLP_24_unknown_ph2in27,24,40,1
DJ2000::Phase2::LSDM_DJ2000_MLLP_24_unknown_ph2in28,24,40,1
DJ2000::Phase2::LSDM_DJ2000_MLLP_24_unknown_ph2in29,24,40,1
DJ2000::Phase2::LSDM_DJ2000_MLLP_24_unknown_ph2in30,24,40,1
DJ2000::Phase2::LSDM_DJ2000_MLLP_24_unknown_ph2in36,24,40,1
DJ2000::Phase2::LSDM_DJ2000_MLLP_24_unknown_ph2in37,24,40,1
DJ2000::Phase2::LSDM_DJ2000_MLLP_24_unknown_ph2in38,24,40,1
DJ2000::Phase2::LSDM_DJ2000_MLLP_24_unknown_ph2in39,24,40,1
DJ2000::Phase2::LSDM_DJ2000_MLLP_24_unknown_ph2in40,24,40,1
DJ2000::Phase3::LSDM_DJ2000_MLLP_36_unknown_ph3in01st1de1mh0ms0,36,500,1
DJ2000::Phase3::LSDM_DJ2000_MLLP_36_unknown_ph3in02st1de1mh0ms0,36,500,1
DJ2000::Phase3::LSDM_DJ2000_MLLP_36_unknown_ph3in03st1de1mh0ms0,36,500,1
DJ2000::Phase3::LSDM_DJ2000_MLLP_36_unknown_ph3in04st1de1mh0ms0,36,500,1
DJ2000::Phase3::LSDM_DJ2000_MLLP_36_unknown_ph3in05st1de1mh0ms0,36,500,1
DJ2000::Phase3::LSDM_DJ2000_MLLP_36_unknown_ph3in06st1de1mh0ms0,36,500,1
DJ2000::Phase3::LSDM_DJ2000_MLLP_36_unknown_ph3in07st1de1mh0ms0,36,500,1
DJ2000::Phase3::LSDM_DJ2000_MLLP_36_unknown_ph3in08st1de1mh0ms0,36,500,1
DJ2000::Phase3::LSDM_DJ2000_MLLP_36_unknown_ph3in09st1de1mh0ms0,36,500,1
DJ2000::Phase3::LSDM_DJ2000_MLLP_36_unknown_ph3in10st1de1mh0ms0,36,500,1
DJ2000::Phase3::LSDM_DJ2000_MLLP_36_unknown_ph3in11st1de1mh0ms0,36,500,1
DJ2000::Phase3::LSDM_DJ2000_MLLP_36_unknown_ph3in12st1de1mh0ms0,36,500,1
DJ2000::Phase3::LSDM_DJ2000_MLLP_36_unknown_ph3in13st1de1mh0ms0,36,500,1
DJ2000::Phase3::LSDM_DJ2000_MLLP_36_unknown_ph3in14st1de1mh0ms0,36,500,1
DJ2000::Phase3::LSDM_DJ2000_MLLP_36_unknown_ph3in15st1de1mh0ms0,36,500,1
DJ2000::Phase3::LSDM_DJ2000_MLLP_36_unknown_ph3in16st1de1mh0ms0,36,500,1
DJ2000::Phase3::LSDM_DJ2000_MLLP_36_unknown_ph3in17st1de1mh0ms0,36,500,1
DJ2000::Phase3::LSDM_DJ2000_MLLP_36_unknown_ph3in18st1de1mh0ms0,36,500,1
DJ2000::Phase3::LSDM_DJ2000_MLLP_36_unknown_ph3in19st1de1mh0ms0,36,500,1
DJ2000::Phase3::LSDM_DJ2000_MLLP_36_unknown_ph3in20st1de1mh0ms0,36,500,1
DJ2000::Phase3::LSDM_DJ2000_MLLP_52_unknown_ph3in21st1de1mh0ms0,52,500,1
DJ2000::Phase3::LSDM_DJ2000_MLLP_52_unknown_ph3in22st1de1mh0ms0,52,500,1
DJ2000::Phase3::LSDM_DJ2000_MLLP_52_unknown_ph3in23st1de1mh0ms0,52,500,1
DJ2000::Phase3::LSDM_DJ2000_MLLP_52_unknown_ph3in24st1de1mh0ms0,52,500,1
DJ2000::Phase3::LSDM_DJ2000_MLLP_52_unknown_ph3in25st1de1mh0ms0,52,500,1
DJ2000::Phase3::LSDM_DJ2000_MLLP_52_unknown_ph3in26st1de1mh0ms0,52,500,1
DJ2000::Phase3::LSDM_DJ2000_MLLP_52_unknown_ph3in27st1de1mh0ms0,52,500,1
DJ2000::Phase3::LSDM_DJ2000_MLLP_52_unknown_ph3in28st1de1mh0ms0,52,500,1
DJ2000::Phase3::LSDM_DJ2000_MLLP_52_unknown_ph3in29st1de1mh0ms0,52,500,1
DJ2000::Phase3::LSDM_DJ2000_MLLP_52_unknown_ph3in30st1de1mh0ms0,52,500,1
DJ2000::Phase3::LSDM_DJ2000_MLLP_52_unknown_ph3in31st1de1mh0ms0,52,500,1
DJ2000::Phase3::LSDM_DJ2000_MLLP_52_unknown_ph3in32st1de1mh0ms0,52,500,1
DJ2000::Phase3::LSDM_DJ2000_MLLP_52_unknown_ph3in33st1de1mh0ms0,52,500,1
DJ2000::Phase3::LSDM_DJ2000_MLLP_52_unknown_ph3in34st1de1mh0ms0,52,500,1
DJ2000::Phase3::LSDM_DJ2000_MLLP_52_unknown_ph3in35st1de1mh0ms0,52,500,1
DJ2000::Phase3::LSDM_DJ2000_MLLP_52_unknown_ph3in36st1de1mh0ms0,52,500,1
DJ2000::Phase3::LSDM_DJ2000_MLLP_52_unknown_ph3in37st1de1mh0ms0,52,500,1
DJ2000::Phase3::LSDM_DJ2000_MLLP_52_unknown_ph3in38st1de1mh0ms0,52,500,1
DJ2000::Phase3::LSDM_DJ2000_MLLP_52_unknown_ph3in39st1de1mh0ms0,52,500,1
DJ2000::Phase3::LSDM_DJ2000_MLLP_52_unknown_ph3in40st1de1mh0ms0,52,500,1
STADTLER2003::Aplus::LSDM_STADTLER2003_MLCLSP_24_erratic_G001130,24,10,3
STADTLER2003::Aplus::LSDM_STADTLER2003_MLCLSP_24_erratic_G001140,24,10,3
STADTLER2003::Aplus::LSDM_STADTLER2003_MLCLSP_24_erratic_G001230,24,10,3
STADTLER2003::Aplus::LSDM_STADTLER2003_MLCLSP_24_erratic_G001240,24,10,3
STADTLER2003::Aplus::LSDM_STADTLER2003_MLCLSP_24_erratic_G001330,24,10,3
STADTLER2003::Aplus::LSDM_STADTLER2003_MLCLSP_24_erratic_G001340,24,10,3
STADTLER2003::Aplus::LSDM_STADTLER2003_MLCLSP_24_erratic_G001430,24,10,3
STADTLER2003::Aplus::LSDM_STADTLER2003_MLCLSP_24_erratic_G001440,24,10,3
STADTLER2003::Aplus::LSDM_STADTLER2003_MLCLSP_24_erratic_G001530,24,10,3
STADTLER2003::Aplus::LSDM_STADTLER2003_MLCLSP_24_erratic_G001540,24,10,3
STADTLER2003::Aplus::LSDM_STADTLER2003_MLCLSP_24_erratic_G002130,24,10,3
STADTLER2003::Aplus::LSDM_STADTLER2003_MLCLSP_24_erratic_G002140,24,10,3
